0, 0, 0
-2.5863, -2.2783, 0
-2.65765, 1.3418, 0
-3.86684, 6.1190, 0
-4.54267, 11.3636, 0
-4.77557, 17.8919, 0
-6.55708, 24.9013, 0
-4.62596, 26.9395, 0
-1.54365, 26.5066, 0
-6.90805, 29.2736, 0
-7.20474, 35.9432, 0
-8.99197, 42.4563, 0
-8.93565, 47.2935, 0
-10.4753, 53.5771, 0
-10.5307, 59.1212, 0
-11.1809, 57.2362, 0
-9.30255, 50.3574, 0
-9.29048, 43.9025, 0
-6.83214, 32.3845, 0
-6.74343, 26.6717, 0
-4.94276, 18.2520, 0
-4.74274, 11.0127, 0
-3.38050, 6.76043, 0
-3.54448, 1.10356, 0
-1.98717, -2.3789, 0
0.060445, 0.37318, 0
